ID	Name	Level	LevelRate	Exp	ExpType	Life	LifeReplenish	Mana	ManaReplenish	Attack	Hit	Duck	Armor	Critical	DeCritical	IgnoreDef	WalkSpeed	RunSpeed	AIMode
3030	伐魔塔-黑老鸦	60	1	2200	1	104000				26000	1000				1000		10	10	1
3031	伐魔塔-鸟人	60	1	2220	1	105000				26500	1010				1000		10	10	1
3032	伐魔塔-猕猴	60	1	2240	1	106000				27000	1020				1000		10	10	1
3033	伐魔塔-江湖人士	60	1	2260	1	107000				27500	1030				1000		10	10	1
3034	伐魔塔-大巨人 （35层）	60	1	9000	1	1850000				52500	1040		15000		1000		30	30	1
3035	伐魔塔-毒箭兵	60	1	2300	1	109000				28500	1050				1000		10	10	1
3036	伐魔塔-熔岩怪	60	1	2320	1	110000				29000	1060				1000		10	10	1
3037	伐魔塔-鬼魂	60	1	2340	1	111000				29500	1070				1000		10	10	1
3038	伐魔塔-食人花	60	1	2360	1	112000				30000	1080				1000		10	10	1
3039	伐魔塔-<color=green>[BOSS]钓鱼翁	60	1	10000	1	2000000				57500	1090		16000		1000		30	30	1
3040	伐魔塔-百年老妖	60	1	2400	1	114000				31000	1100				1000		10	10	1
3041	伐魔塔-鼓灵童	60	1	2420	1	115000				31500	1110				1000		10	10	1
3042	伐魔塔-螃蟹精	60	1	2440	1	116000				32000	1120				1000		10	10	1
3043	伐魔塔-僵尸兵	60	1	2460	1	117000				32500	1130				1000		10	10	1
3044	伐魔塔-<color=green>[精英]瘟癀魔将	60	1	12000	1	2200000				62500	1140		17000		1000		30	30	1
3045	伐魔塔-大眼猴	60	1	2500	1	119000				33500	1150				1000		10	10	1
3046	伐魔塔-怨灵	60	1	2520	1	120000				34000	1160				1000		10	10	1
3047	伐魔塔-变种鳄龟	60	1	2540	1	121000				34500	1170				1000		10	10	1
3048	伐魔塔-激素熊精	60	1	2560	1	122000				35000	1180				1000		10	10	1
3049	伐魔塔-<color=green>[BOSS]大教主	60	1	14000	1	2400000				67500	1190		18000		1000		30	30	1
3050	伐魔塔-蟾蜍	60	1	2600	1	124000				36000	1200				1000		10	10	1
3051	伐魔塔-怪盗小李	60	1	2620	1	125000				36500	1210				1000		10	10	1
3052	伐魔塔-毒虫	60	1	2640	1	126000				37000	1220				1000		10	10	1
3053	伐魔塔-牛兵	60	1	2660	1	127000				37500	1230				1000		10	10	1
3054	伐魔塔-<color=green>[精英]鞭妖	60	1	16000	1	2600000				72500	1240		19000		1000		30	30	1
3055	伐魔塔-空虚公子	60	1	2700	1	129000				38500	1250				1000		10	10	1
3056	伐魔塔-天残脚	60	1	2720	1	130000				39000	1260				1000		10	10	1
3057	伐魔塔-冰玉米	60	1	2740	1	131000				39500	1270				1000		10	10	1
3058	伐魔塔-火玉米	60	1	2760	1	132000				40000	1280				1000		10	10	1
3059	伐魔塔-<color=green>[BOSS]傀儡	60	1	18000	1	3000000				80000	1290		20000		1000		30	30	1
