ID	Name	Desc	Persist	Group	Level	Position	Debuff	Category	Category1	Category2	SkillMagnification	Grow	K	GroundBuff	BuffDelayFrame	Stack	Precond	Sync	Save	Death	Plus	NeedAgree	BuffRelation	BuffRadius	BuffEffectNum	Etimer1	Etimer2	Etimer3	Etimer4	Etimer5	Etrigger1	Etrigger2	Etrigger3	Etrigger4	Etrigger5	IfUseSkillLv	EffectMapType
3131	机关兽失灵2	多人副本-机关地牢	640	0	1	1	3	3131	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	791	792									1	
4000	尸鬼王大招	洞天副本-百鬼夜行	32	1	1	1	2	4000	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	8	2	302										1	
4002	百毒僵王	洞天副本-百毒邪教	16	1	1	1	2	4002	2	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	305										1	
7000	远程兵	神魔战场	32	1	1	1	2	7000	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	2550										1	
7001	魔族炮塔	神魔战场	32	1	1	1	2	7001	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	2551										1	
7002	神族炮塔	神魔战场	32	1	1	1	2	7002	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	2552										1	
7003	近战兵	神魔战场	32	1	1	1	2	7003	2	1	0	0		0		1	None()	1	0	0	0	0	3	0	1	2553										1	
7004	自杀	活动自杀	16	0	1	0	2	7004	1	1	0	0	0	0		100000	None()	1	0	0	0	0	1	0	1	2554										1	
8021	加攻1  	跟随神仙-加攻击力1（巨灵神）	160	0	1	0	1	8021	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8023	加攻2  	跟随神仙-加攻击力2（南海龙太子）	160	0	1	0	1	8023	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8025	加攻3  	跟随神仙-加攻击力3（哪吒）	160	0	1	0	1	8025	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8027	加攻4  	跟随神仙-加攻击力4（二郎神）	160	0	1	0	1	8027	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8029	加攻5  	跟随神仙-加攻击力5（孙悟空）	160	0	1	0	1	8029	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8031	加攻6  	跟随神仙-加攻击力6（盘古）	160	0	1	0	1	8031	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1525										1	
8033	减血1 	跟随神仙-持续掉血1 （日月星君）	160	0	1	1	3	8033	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8035	减血2 	跟随神仙-持续掉血2 （雷震子）	160	0	1	1	3	8035	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8037	减血3 	跟随神仙-持续掉血3 （猪八戒）	160	0	1	1	3	8037	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8039	减血4 	跟随神仙-持续掉血4 （阎罗王）	160	0	1	1	3	8039	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8041	减血5 	跟随神仙-持续掉血5 （太上老君）	160	0	1	1	3	8041	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8043	减血6 	跟随神仙-持续掉血6 （伏羲）	160	0	1	1	3	8043	3	1	0	0	0	0		1	None()	1	0	0	0	0	3	0	1	1528										1	
8045	加防1 	跟随神仙-加防御值1 （龟丞相）	160	0	1	0	1	8045	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8047	加防2 	跟随神仙-加防御值2 （三公主）	160	0	1	0	1	8047	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8049	加防3 	跟随神仙-加防御值3 （嫦娥）	160	0	1	0	1	8049	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8051	加防4 	跟随神仙-加防御值4 （托塔天王）	160	0	1	0	1	8051	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8053	加防5 	跟随神仙-加防御值5 （精卫）	160	0	1	0	1	8053	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8055	加防6 	跟随神仙-加防御值6 （如来佛祖）	160	0	1	0	1	8055	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1526										1	
8057	加血1 	跟随神仙-回复生命1 （护丹童女）	160	0	1	0	2	8057	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8059	加血2 	跟随神仙-回复生命2 （紫霞仙子）	160	0	1	0	2	8059	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8061	加血3 	跟随神仙-回复生命3 （九天玄女）	160	0	1	0	2	8061	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8063	加血4 	跟随神仙-回复生命4 （王母娘娘）	160	0	1	0	2	8063	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8065	加血5 	跟随神仙-回复生命5 （南海观音）	160	0	1	0	2	8065	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8067	加血6 	跟随神仙-回复生命6 （女娲）	160	0	1	0	2	8067	3	1	0	0	0	0		1	None()	1	0	0	0	0	1	0	1	1527										1	
8069	童女     普攻	南天门-护丹童女   1品	32	0	1	1	2	8069	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8070	日月星君 普攻	南天门-日月星君   1品	32	0	1	1	2	8070	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8071	龟丞相   普攻	南天门-龟丞相     1品	32	0	1	1	2	8071	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8072	巨灵神   普攻	南天门-巨灵神     1品	32	0	1	1	2	8072	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8073	三公主   普攻	南天门-三公主     2品	32	0	1	1	2	8073	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8074	紫霞仙子   普攻	南天门-紫霞仙子   2品	32	0	1	1	2	8074	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8075	雷震子   普攻	南天门-雷震子     2品	32	0	1	1	2	8075	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8076	南海龙太子   普攻	南天门-南海龙太子 2品	32	0	1	1	2	8076	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8077	嫦娥      普攻	南天门-嫦娥       3品	32	0	1	1	2	8077	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8078	九天玄女   普攻	南天门-九天玄女   3品	32	0	1	1	2	8078	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8079	猪八戒   普攻	南天门-猪八戒     3品	32	0	1	1	2	8079	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8080	哪吒     普攻	南天门-哪吒       3品	32	0	1	1	2	8080	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8081	二郎神   普攻	南天门-二郎神     4品	32	0	1	1	2	8081	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8082	托塔天王   普攻	南天门-托塔天王   4品	32	0	1	1	2	8082	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8083	阎罗王     普攻	南天门-阎罗王     4品	32	0	1	1	2	8083	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8084	王母娘娘   普攻	南天门-王母娘娘   4品	32	0	1	1	2	8084	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8085	太上老君   普攻	南天门-太上老君   5品	32	0	1	1	2	8085	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8086	孙悟空  普攻	南天门-孙悟空     5品	32	0	1	1	2	8086	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8087	精卫    普攻	南天门-精卫       5品	32	0	1	1	2	8087	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8088	南海观音   普攻	南天门-南海观音   5品	32	0	1	1	2	8088	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8089	盘古   普攻	南天门-盘古       6品	32	0	1	1	2	8089	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8090	伏羲   普攻	南天门-伏羲       6品	32	0	1	1	2	8090	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8091	如来佛祖   普攻	南天门-如来佛祖   6品	32	0	1	1	2	8091	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8092	女娲       普攻	南天门-女娲       6品	32	0	1	1	2	8092	1	1	0	0	0	0		100000	None()	0	0	0	0	0	3	0	1	1524										1	
8093	加攻药品		9600	0	1	0	5	8093	2	1	0	0		0		1	None()	1	0	0	0	0	1	0	1	3030										1	
8094	加防药品		9600	0	1	0	5	8094	2	1	0	0		0		1	None()	1	0	0	0	0	1	0	1	3031										1	
8095	眩晕丹		80	1	1	1	2	8095	2	1	0	0	0	0		10000	None()	1	0	0	0	0	3	0	1	3032										1	
